Locality	Fieldtrip	Date	Month	Year	Group	Species	VoucherNumber	Plot	Trap	Toes	ID	Recapture	Mass	SVL	TL	TB	Broken	Sex	Eggs	Ecophys	Tissue	Dead	Researchers	ID_duplicated	OBS	Lat	Long
EESGT	4	30/06/2022	jun	2022	Lagartos	Ameivula_jalapensis	SGT01069	A4	7	100_90_4	194	N	3.7	53	145	145	N	M	N	N	NA	N	Geisa_Heitor	NA	NA	NA	NA
EESGT	4	30/06/2022	jun	2022	Lagartos	Ameivula_jalapensis	SGT01074	A4	11	100_90_5	195	N	3.3	53	125	125	N	F	Y	N	NA	N	Geisa_Heitor	NA	NA	NA	NA
EESGT	4	30/06/2022	jun	2022	Lagartos	Ameivula_jalapensis	SGT00809	A1	2	100_40_1	141	Y	NA	NA	NA	NA	N	M	N	N	NA	N	Geisa_Heitor	NA	NA	NA	NA
EESGT	4	30/06/2022	jun	2022	Lagartos	Ameivula_jalapensis	SGT01083	A2	6	100_90_6	196	N	3.2	53	138	138	N	M	N	N	NA	N	Geisa_Heitor	NA	NA	NA	NA
EESGT	4	30/06/2022	jun	2022	Lagartos	Ameivula_jalapensis	SGT01086	A2	10	100_90_7	197	N	3.6	52	101	67	Y	M	N	N	NA	N	Geisa_Heitor	NA	NA	NA	NA
EESGT	4	30/06/2022	jun	2022	Lagartos	Ameivula_jalapensis	NA	A3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Y	Geisa_Heitor	NA	NA	NA	NA
EESGT	4	30/06/2022	jun	2022	Lagartos	Ameivula_jalapensis	SGT00787	A3	11	100_30_3	133	Y	2.4	55	120	120	N	F	N	N	NA	N	Geisa_Heitor	NA	NA	NA	NA
EESGT	4	30/06/2022	jun	2022	Lagartos	Ameivula_jalapensis	SGT01089	A3	9	100_90_8	198	N	2.5	48	127	127	N	F	Y	N	NA	N	Geisa_Heitor	NA	NA	NA	NA
EESGT	4	01/07/2022	jul	2022	Lagartos	Ameivula_jalapensis	SGT00639	A4	1	90_9	99	Y	4.1	59	86	16	Y	M	N	N	NA	N	Ladislau_Geisa_Heitor	NA	NA	NA	NA
EESGT	4	01/07/2022	jul	2022	Lagartos	Ameivula_jalapensis	SGT01110	A1	8	100_90_9	199	N	2.7	47	127	127	N	M	N	N	NA	N	Ladislau_Geisa_Heitor	NA	NA	NA	NA
EESGT	4	01/07/2022	jul	2022	Lagartos	Ameivula_jalapensis	SGT01111	A1	10	20_0_1	201	N	1.2	37	81	81	N	I	N	N	NA	N	Ladislau_Geisa_Heitor	NA	NA	NA	NA
EESGT	4	01/07/2022	jul	2022	Lagartos	Ameivula_jalapensis	SGT01113	A1	12	20_0_2	202	N	4.2	56	135	135	N	M	N	N	NA	N	Ladislau_Geisa_Heitor	NA	NA	NA	NA
EESGT	4	01/07/2022	jul	2022	Lagartos	Ameivula_jalapensis	SGT00503	A3	4	60_6	66	Y	NA	NA	NA	NA	Y	F	N	N	NA	N	Ladislau_Geisa_Heitor	NA	mesma_campanha	NA	NA
EESGT	4	01/07/2022	jul	2022	Lagartos	Ameivula_jalapensis	SGT00557	A3	11	70_9	79	Y	NA	NA	NA	NA	N	F	N	N	NA	N	Ladislau_Geisa_Heitor	NA	mesma_campanha	NA	NA
EESGT	4	02/07/2022	jul	2022	Lagartos	Ameivula_jalapensis	SGT00721	A4	8	100_10_8	118	Y	NA	NA	NA	NA	NA	M	N	N	NA	N	Geisa_Denize	NA	NA	NA	NA
EESGT	4	02/07/2022	jul	2022	Lagartos	Ameivula_jalapensis	SGT01133	A2	12	NA	NA	N	2.7	47	114	114	N	M	N	N	NA	N	Geisa_Denize	NA	nao_marcou	NA	NA
EESGT	4	02/07/2022	jul	2022	Lagartos	Ameivula_jalapensis	SGT00974	A3	7	100_20_1	121	Y	NA	NA	NA	NA	N	F	N	N	NA	N	Geisa_Denize	NA	mesma_campanha	NA	NA
EESGT	4	02/07/2022	jul	2022	Lagartos	Ameivula_jalapensis	SGT00862	A3	11	100_50_3	153	Y	3.7	52	135	135	N	M	N	N	NA	N	Geisa_Denize	NA	NA	NA	NA
