campaign	ID_reg	sampling_day	date	hour	sampling_point	Y	pitfall	pitfall_code	aiq_code	TUF	treatment	treat_code	lat	long	genus	specie	sp_code	recapture	colected	Etiqueta_MRCM	sex	svl_mm	tail_mm	reg_tail	CRC_original	tail_original	att	reg_tail_original	gross_weight	sexo_provisório	bag_weight	weight_animal	sample	att_recente	machucado_recente	cicatriz_umbilical	cicatriz_corpo	ácaro	att_manuseio	ovada	obs1	obs2	obs3	obs4	obs5	obs6	obs_correcao_planilha_sexo	obs_correcao_planilha_peso_do_saco	obs_correcao_planilha_att	obs_sucesso_captura
C1	20	1	27/06/2019	8:01	7	A	P1	7AP1	C1-7A	2	Q	2Q	-11.11471	-46.97746	Ameivula	jalapensis	amejal	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	43	1	27/06/2019	11:45	3	B	C	3BC	C1-3B	2	C	2C	-11.0938	-46.9162	Ameivula	jalapensis	amejal	NA	x	??	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	44	1	27/06/2019	11:45	3	B	C	3BC	C1-3B	2	C	2C	-11.0938	-46.9162	Ameivula	jalapensis	amejal	NA	NA	NA	M	54.00 	122.00 	NA	54.00 	122.00 	NA	NA	NA	NA	0.30 	NA	NA	NA	NA	NA	NA	NA	NA	NA	Encontrado_correndo_na_lona	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	54	1	27/06/2019	12:53	3	D	P2	3DP2	C1-3D	2	C	2C	-11.09508	-46.91497	Ameivula	jalapensis	amejal	NA	NA	NA	M	54.10 	102.00 	NA	54.10 	102.00 	NA	NA	NA	NA	0.30 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	55	1	27/06/2019	12:56	3	D	C	3DC	C1-3D	2	C	2C	-11.09508	-46.91497	Ameivula	jalapensis	amejal	NA	NA	NA	NA	51.10 	43.40 	NA	51.10 	43.40 	x	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Fugiu_antes_da_pesagem	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	64	1	27/06/2019	NA	1	A	C	1AC	C1-1A	2	C	2C	-11.09618	-46.89887	Ameivula	jalapensis	amejal	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	66	1	27/06/2019	18:17	1	B	P1	1BP1	C1-1B	2	C	2C	-11.0965	-46.8995	Ameivula	jalapensis	amejal	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	67	1	27/06/2019	NA	1	B	C	1BC	C1-1B	2	C	2C	-11.0965	-46.8995	Ameivula	jalapensis	amejal	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	70	1	27/06/2019	NA	1	B	P3	1BP3	C1-1B	2	C	2C	-11.0965	-46.8995	Ameivula	jalapensis	amejal	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	73	1	27/06/2019	18:22	1	C	P2	1CP2	C1-1C	2	C	2C	-11.09758	-46.90019	Ameivula	jalapensis	amejal	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	77	1	27/06/2019	18:28	1	D	C	1DC	C1-1D	2	C	2C	-11.0974	-46.89916	Ameivula	jalapensis	amejal	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	95	1	27/06/2019	NA	2	A	P2	2AP2	C1-2A	2	C	2C	-11.1055	-46.89176	Ameivula	jalapensis	amejal	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	96	1	27/06/2019	NA	2	A	P2	2AP2	C1-2A	2	C	2C	-11.1055	-46.89176	Ameivula	jalapensis	amejal	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	103	1	27/06/2019	18:53	2	B	C	2BC	C1-2B	2	C	2C	-11.10464	-46.891	Ameivula	jalapensis	amejal	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	108	1	27/06/2019	NA	2	B	P3	2BP3	C1-2B	2	C	2C	-11.10464	-46.891	Ameivula	jalapensis	amejal	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	118	1	27/06/2019	NA	2	C	P2	2CP2	C1-2C	2	C	2C	-11.10406	-46.89186	Ameivula	jalapensis	amejal	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	124	1	27/06/2019	NA	6	D	P2	6DP2	C1-6D	1	C	1C	-11.07117	-46.89976	Ameivula	jalapensis	amejal	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	154	1	27/06/2019	NA	5	B	P2	5BP2	C1-5B	1	C	1C	-11.08156	-46.89865	Ameivula	jalapensis	amejal	NA	NA	NA	M	49.40 	110.00 	NA	49.40 	110.00 	NA	NA	NA	NA	0.30 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	161	1	27/06/2019	NA	6	D	P1	6DP1	C1-6D	1	C	1C	-11.07117	-46.89976	Ameivula	jalapensis	amejal	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	162	1	27/06/2019	NA	6	D	P1	6DP1	C1-6D	1	C	1C	-11.07117	-46.89976	Ameivula	jalapensis	amejal	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	163	1	27/06/2019	NA	6	D	P1	6DP1	C1-6D	1	C	1C	-11.07117	-46.89976	Ameivula	jalapensis	amejal	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	164	1	27/06/2019	NA	6	D	P1	6DP1	C1-6D	1	C	1C	-11.07117	-46.89976	Ameivula	jalapensis	amejal	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	165	1	27/06/2019	NA	6	C	C	6CC	C1-6C	1	C	1C	-11.07103	-46.90082	Ameivula	jalapensis	amejal	NA	x	66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	musculo_(tubo_66)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	170	1	27/06/2019	NA	6	C	P2	6CP2	C1-6C	1	C	1C	-11.07103	-46.90082	Ameivula	jalapensis	amejal	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	171	1	27/06/2019	NA	6	A	P1	6AP1	C1-6A	1	C	1C	-11.0723	-46.89968	Ameivula	jalapensis	amejal	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	180	1	27/06/2019	NA	4	D	P2	4DP2	C1-4D	1	C	1C	-11.07519	-46.88989	Ameivula	jalapensis	amejal	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	182	1	27/06/2019	NA	4	A	C	4AC	C1-4A	1	C	1C	-11.07628	-46.88975	Ameivula	jalapensis	amejal	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	187	1	27/06/2019	NA	4	B	P2	4BP2	C1-4B	1	C	1C	-11.07611	-46.89075	Ameivula	jalapensis	amejal	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	189	1	27/06/2019	NA	4	A	P2	4AP2	C1-4A	1	C	1C	-11.07628	-46.88975	Ameivula	jalapensis	amejal	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	197	1	27/06/2019	NA	4	B	P3	4BP3	C1-4B	1	C	1C	-11.07611	-46.89075	Ameivula	jalapensis	amejal	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	198	1	27/06/2019	NA	8	A	NA	8ANA	C1-8A	3	QT	3QT	-11.07277	-46.88272	Ameivula	jalapensis	amejal	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	210	2	28/06/2019	7:23	2	A	P2	2AP2	C1-2A	2	C	2C	-11.1055	-46.89176	Ameivula	jalapensis	amejal	NA	NA	NA	F	46.20 	112.00 	NA	46.20 	112.00 	NA	NA	NA	NA	0.30 	NA	NA	NA	NA	NA	NA	NA	NA	NA	defecou	"2_dedos_da_mão_direita_estavam_faltando,_Acredito_não_ser_recaptura_porque_só_marquei_no_ponto_7_e_3"	NA	NA	NA	NA	NA	NA	NA	NA
C1	225	2	28/06/2019	7:33	2	B	C	2BC	C1-2B	2	C	2C	-11.10464	-46.891	Ameivula	jalapensis	amejal	NA	NA	NA	F	56.90 	134.00 	NA	56.90 	134.00 	NA	NA	NA	NA	0.30 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	229	2	28/06/2019	7:51	2	C	P2	2CP2	C1-2C	2	C	2C	-11.10406	-46.89186	Ameivula	jalapensis	amejal	NA	NA	NA	F	49.40 	99.00 	NA	49.40 	99.00 	NA	NA	NA	NA	0.30 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	230	2	28/06/2019	8:09	1	A	P2	1AP2	C1-1A	2	C	2C	-11.09618	-46.89887	Ameivula	jalapensis	amejal	NA	NA	NA	M	53.30 	129.00 	NA	53.30 	129.00 	NA	NA	NA	NA	0.30 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	231	2	28/06/2019	8:09	1	A	P2	1AP2	C1-1A	2	C	2C	-11.09618	-46.89887	Ameivula	jalapensis	amejal	NA	NA	NA	M	56.80 	69.00 	NA	56.80 	69.00 	x	NA	NA	NA	0.30 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	236	2	28/06/2019	NA	1	A	C	1AC	C1-1A	2	C	2C	-11.09618	-46.89887	Ameivula	jalapensis	amejal	NA	NA	NA	M	50.80 	133.00 	NA	50.80 	133.00 	NA	NA	NA	NA	0.30 	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Sem_dedo_direito,_Cortei_o_esquerdo,_Não_parece_ser_recaptura_pq_só_marquei_animais_nos_pontos_7_e_3"	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	241	2	28/06/2019	8:34	1	B	P1	1BP1	C1-1B	2	C	2C	-11.0965	-46.8995	Ameivula	jalapensis	amejal	NA	NA	NA	F	54.40 	109.00 	NA	54.40 	109.00 	NA	NA	NA	NA	0.30 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	242	2	28/06/2019	8:34	1	B	C	1BC	C1-1B	2	C	2C	-11.0965	-46.8995	Ameivula	jalapensis	amejal	NA	NA	NA	M	55.60 	114.00 	NA	55.60 	114.00 	x	NA	NA	NA	0.30 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	248	2	28/06/2019	NA	1	C	P1	1CP1	C1-1C	2	C	2C	-11.09758	-46.90019	Ameivula	jalapensis	amejal	NA	NA	NA	F	56.10 	127.00 	NA	56.10 	127.00 	NA	NA	NA	NA	0.30 	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Rato_mordeu_a_cauda_no_balde,_Fez_autotomia,"	"Fez_autotomia_no_balde,_porque_rato_mordeu._A_parte_autotomizada_da_cauda_mediu_21,20_mm."	NA	NA	NA	NA	NA	NA	NA	NA
C1	273	2	28/06/2019	14:41	3	A	P2	3AP2	C1-3A	2	C	2C	-11.04488	-46.916	Ameivula	jalapensis	amejal	NA	NA	NA	M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	",_+_1_Cadaver,_Não_está_anotado_se_a_carcaça_era_de_jalapensis_ou_não,"	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	277	2	28/06/2019	NA	3	C	P1	3CP1	C1-3C	2	C	2C	-11.09401	-46.91515	Ameivula	jalapensis	amejal	NA	NA	NA	F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	279	2	28/06/2019	NA	3	D	P2	3DP2	C1-3D	2	C	2C	-11.09508	-46.91497	Ameivula	jalapensis	amejal	NA	NA	NA	M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	defecou	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	287	2	28/06/2019	15:52	7	A	P3	7AP3	C1-7A	2	Q	2Q	-11.11471	-46.97746	Ameivula	jalapensis	amejal	NA	NA	NA	M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	defecou	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	288	2	28/06/2019	15:52	7	A	C	7AC	C1-7A	2	Q	2Q	-11.11471	-46.97746	Ameivula	jalapensis	amejal	NA	NA	NA	M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	defecou	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	292	2	28/06/2019	16:12	7	C	P3	7CP3	C1-7C	2	Q	2Q	-11.11426	-46.97869	Ameivula	jalapensis	amejal	NA	NA	NA	F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	293	2	28/06/2019	16:12	7	C	P3	7CP3	C1-7C	2	Q	2Q	-11.11426	-46.97869	Ameivula	jalapensis	amejal	NA	NA	NA	F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	294	2	28/06/2019	16:20	7	D	P1	7DP1	C1-7D	2	Q	2Q	-11.11523	-46.97846	Ameivula	jalapensis	amejal	NA	NA	NA	F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	295	2	28/06/2019	16:20	7	D	P2	7DP2	C1-7D	2	Q	2Q	-11.11523	-46.97846	Ameivula	jalapensis	amejal	NA	NA	NA	F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	296	2	28/06/2019	16:20	7	D	P2	7DP2	C1-7D	2	Q	2Q	-11.11523	-46.97846	Ameivula	jalapensis	amejal	NA	NA	NA	M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	299	3	29/06/2019	NA	1	B	P1	1BP1	C1-1B	2	C	2C	-11.0965	-46.8995	Ameivula	jalapensis	amejal	NA	NA	NA	J	43.80 	59.00 	NA	43.80 	59.00 	x	NA	NA	NA	0.30 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	300	3	29/06/2019	NA	1	B	P1	1BP1	C1-1B	2	C	2C	-11.0965	-46.8995	Ameivula	jalapensis	amejal	NA	NA	NA	J	49.71 	78.00 	58.00 	49.71 	78.00 	x	58.00 	NA	NA	0.30 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"estava_sem_o_x_marcado_em_att,_mesmo_com_valores_numéricos_na_coluna_ao_lado._Marquei_o_x_na_coluna_att_hoje_07/03/2024)"	NA
C1	301	3	29/06/2019	NA	1	B	P2	1BP2	C1-1B	2	C	2C	-11.0965	-46.8995	Ameivula	jalapensis	amejal	x	NA	NA	F	55.70 	42.00 	28.00 	55.70 	42.00 	x	28.00 	NA	NA	0.30 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"estava_sem_o_x_marcado_em_att,_mesmo_com_valores_numéricos_na_coluna_ao_lado._Marquei_o_x_na_coluna_att_hoje_07/03/2024)"	NA
C1	302	3	29/06/2019	7:19	1	C	C	1CC	C1-1C	2	C	2C	-11.09758	-46.90019	Ameivula	jalapensis	amejal	NA	NA	NA	F	51.40 	124.00 	NA	51.40 	124.00 	NA	NA	NA	NA	0.30 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	303	3	29/06/2019	NA	1	D	C	1DC	C1-1D	2	C	2C	-11.0974	-46.89916	Ameivula	jalapensis	amejal	NA	NA	NA	M	55.30 	141.00 	NA	55.30 	141.00 	NA	NA	NA	NA	0.30 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	305	3	29/06/2019	7:55	2	D	P2	2DP2	C1-2D	2	C	2C	-11.10476	-46.89249	Ameivula	jalapensis	amejal	NA	NA	NA	M	53.10 	111.00 	NA	53.10 	111.00 	NA	NA	NA	NA	0.30 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	307	3	29/06/2019	NA	2	D	C	2DC	C1-2D	2	C	2C	-11.10476	-46.89249	Ameivula	jalapensis	amejal	NA	NA	NA	NA	59.00 	141.00 	NA	59.00 	141.00 	NA	NA	NA	NA	0.30 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	327	3	29/06/2019	NA	5	A	C	5AC	C1-5A	1	C	1C	-11.08214	-46.89765	Ameivula	jalapensis	amejal	NA	NA	NA	M	42.40 	90.00 	37.00 	42.40 	90.00 	x	37.00 	NA	NA	0.30 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"estava_sem_o_x_marcado_em_att,_mesmo_com_valores_numéricos_na_coluna_ao_lado._Marquei_o_x_na_coluna_att_hoje_07/03/2024)"	NA
C1	328	3	29/06/2019	14:09	5	C	P1	5CP1	C1-5C	1	C	1C	-11.08057	-46.89833	Ameivula	jalapensis	amejal	NA	NA	NA	F	52.60 	136.00 	NA	52.60 	136.00 	NA	NA	NA	NA	0.30 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	330	3	29/06/2019	14:18	5	D	P1	5DP1	C1-5D	1	C	1C	-11.08102	-46.8974	Ameivula	jalapensis	amejal	NA	NA	NA	M	55.10 	147.00 	NA	55.10 	147.00 	NA	NA	NA	NA	0.30 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	332	3	29/06/2019	14:47	6	A	C	6AC	C1-6A	1	C	1C	-11.0723	-46.89968	Ameivula	jalapensis	amejal	NA	NA	NA	F	50.90 	123.00 	NA	50.90 	123.00 	NA	NA	NA	NA	0.30 	NA	NA	NA	NA	NA	NA	NA	NA	NA	dedos_colocados_erroneamente_no_pote_do_ponto_5	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	333	3	29/06/2019	14:54	6	B	P1	6BP1	C1-6B	1	C	1C	-11.07211	-46.9008	Ameivula	jalapensis	amejal	NA	NA	NA	M	50.00 	130.00 	NA	50.00 	130.00 	NA	NA	NA	NA	0.30 	NA	NA	NA	NA	NA	NA	NA	NA	NA	dedos_colocados_erroneamente_no_pote_do_ponto_5	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	334	3	29/06/2019	14:54	6	B	P3	6BP3	C1-6B	1	C	1C	-11.07211	-46.9008	Ameivula	jalapensis	amejal	NA	NA	NA	F	52.90 	104.00 	51.00 	52.90 	104.00 	x	51.00 	NA	NA	0.30 	NA	NA	NA	NA	NA	NA	NA	NA	NA	defecou	dedos_colocados_erroneamente_no_pote_do_ponto_5	NA	NA	NA	NA	NA	NA	"estava_sem_o_x_marcado_em_att,_mesmo_com_valores_numéricos_na_coluna_ao_lado._Marquei_o_x_na_coluna_att_hoje_07/03/2024)"	NA
C1	339	3	29/06/2019	NA	6	D	C	6DC	C1-6D	1	C	1C	-11.07117	-46.89976	Ameivula	jalapensis	amejal	NA	x	??	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	morto_no_balde	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	343	3	29/06/2019	15:56	4	A	P1	4AP1	C1-4A	1	C	1C	-11.07628	-46.88975	Ameivula	jalapensis	amejal	NA	NA	NA	M	57.60 	157.00 	NA	57.60 	157.00 	NA	NA	NA	NA	0.30 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	344	3	29/06/2019	15:56	4	A	P1	4AP1	C1-4A	1	C	1C	-11.07628	-46.88975	Ameivula	jalapensis	amejal	NA	NA	NA	M	54.40 	109.00 	52.00 	54.40 	109.00 	x	52.00 	NA	NA	0.30 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"estava_sem_o_x_marcado_em_att,_mesmo_com_valores_numéricos_na_coluna_ao_lado._Marquei_o_x_na_coluna_att_hoje_07/03/2024)"	NA
C1	351	4	30/06/2019	7:21	7	A	P2	7AP2	C1-7A	2	Q	2Q	-11.11471	-46.97746	Ameivula	jalapensis	amejal	NA	NA	NA	M	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.30 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	357	4	30/06/2019	9:11	1	B	P2	1BP2	C1-1B	2	C	2C	-11.0965	-46.8995	Ameivula	jalapensis	amejal	NA	NA	NA	M	58.00 	86.00 	68.00 	58.00 	86.00 	x	68.00 	NA	NA	0.30 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"estava_sem_o_x_marcado_em_att,_mesmo_com_valores_numéricos_na_coluna_ao_lado._Marquei_o_x_na_coluna_att_hoje_07/03/2024)"	NA
C1	362	4	30/06/2019	10:21	2	B	P3	2BP3	C1-2B	2	C	2C	-11.10464	-46.891	Ameivula	jalapensis	amejal	NA	NA	NA	M	55.00 	153.00 	NA	55.00 	153.00 	NA	NA	NA	NA	0.30 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	363	4	30/06/2019	10:21	2	B	P3	2BP3	C1-2B	2	C	2C	-11.10464	-46.891	Ameivula	jalapensis	amejal	NA	NA	NA	M	56.00 	144.00 	NA	56.00 	144.00 	NA	NA	NA	NA	0.30 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	380	4	30/06/2019	12:27	6	B	P1	6BP1	C1-6B	1	C	1C	-11.07211	-46.9008	Ameivula	jalapensis	amejal	NA	NA	NA	NA	75.00 	148.00 	NA	75.00 	148.00 	NA	NA	NA	NA	0.30 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	382	5	01/07/2019	7:29	7	D	P1	7DP1	C1-7D	2	Q	2Q	-11.11523	-46.97846	Ameivula	jalapensis	amejal	NA	NA	NA	M	56.90 	150.00 	NA	56.90 	150.00 	NA	NA	NA	NA	0.30 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	391	5	01/07/2019	8:52	3	D	P2	3DP2	C1-3D	2	C	2C	-11.09508	-46.91497	Ameivula	jalapensis	amejal	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	carcaça	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1	394	5	01/07/2019	9:50	1	D	C	1DC	C1-1D	2	C	2C	-11.0974	-46.89916	Ameivula	jalapensis	amejal	NA	NA	NA	F	53.90 	92.00 	NA	53.90 	92.00 	NA	NA	NA	NA	0.30 	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
